sentence,label
like being trapped at a perpetual frat party ... how can something so gross be so boring ? ,0
"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",0
this is n't even madonna 's swept away . ,0
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0
american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,0
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,1
... a magnificent drama well worth tracking down . ,1
"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . ",1
"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ",1
but it still jingles in the pocket . ,1
"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . ",1
"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . ",0
one from the heart . ,1
made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,0
people cinema at its finest . ,1
"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",1
"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ",0
a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,1
"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ",0
one long string of cliches . ,0
like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . ,0
it 's hard to imagine alan arkin being better than he is in this performance . ,1
the film will play equally well on both the standard and giant screens . ,1
"... a fun little timewaster , helped especially by the cool presence of jean reno . ",1
something like scrubbing the toilet . ,0
there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . ,0
"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ",1
"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ",0
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1
"the result is a gaudy bag of stale candy , something from a halloween that died . ",0
it 's a lovely film with lovely performances by buy and accorsi . ,1
"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ",1
"movie fans , get ready to take off ... the other direction . ",0
not an objectionable or dull film ; it merely lacks everything except good intentions . ,0
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ",1
a film about a young man finding god that is accessible and touching to the marrow . ,1
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,1
an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,1
i do n't think i laughed out loud once . ,0
"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ",0
"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ",1
it 's a beautiful madness . ,1
"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ",0
not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,0
"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",0
"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ",1
one of the most significant moviegoing pleasures of the year . ,1
"prurient playthings aside , there 's little to love about this english trifle . ",0
a grimly competent and stolid and earnest military courtroom drama . ,1
at once half-baked and overheated . ,0
the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,1
the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,1
very psychoanalytical -- provocatively so -- and also refreshingly literary . ,1
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",1
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,0
a valueless kiddie paean to pro basketball underwritten by the nba . ,0
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ",1
"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",0
that 's a cheat . ,0
"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0
it 's fun lite . ,1
"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",1
it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,1
"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment . ",0
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ",1
"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",0
"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ",0
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ",1
"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . ",0
"this film seems thirsty for reflection , itself taking on adolescent qualities . ",0
this nickleby thing might have more homosexual undertones than an eddie murphy film . ,0
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,1
"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0
"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ",0
griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,1
"just as moving , uplifting and funny as ever . ",1
enormously entertaining for moviegoers of any age . ,1
"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . ",1
"this is a good script , good dialogue , funny even for adults . ",1
the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,0
this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,1
i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,0
"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ",0
a delightful coming-of-age story . ,1
"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",1
a strangely compelling and brilliantly acted psychological drama . ,1
the only excitement comes when the credits finally roll and you get to leave the theater . ,0
"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ",0
"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ",1
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ",1
it 's a buggy drag . ,0
it wants to tweak them with a taste of tangy new humor . ,1
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,0
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,1
a quiet treasure -- a film to be savored . ,1
"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",0
"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ",0
teen movies have really hit the skids . ,0
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . ",1
it 's made with deftly unsettling genre flair . ,1
manages to show life in all of its banality when the intention is quite the opposite . ,0
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",0
collateral damage finally delivers the goods for schwarzenegger fans . ,1
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . ,1
"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ",0
will amuse and provoke adventurous adults in specialty venues . ,1
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . ,0
but this films lacks the passion required to sell the material . ,0
"what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . ",0
there 's a wickedly subversive bent to the best parts of birthday girl . ,1
"a better title , for all concerned , might be swept under the rug . ",0
a wildly inconsistent emotional experience . ,0
"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . ",0
"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ",0
"an absurdist comedy about alienation , separation and loss . ",0
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ",1
his healthy sense of satire is light and fun ... ,1
trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son . ,1
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . ",1
"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ",0
part low rent godfather . ,0
"( serry ) wants to blend politics and drama , an admirable ambition . ",1
"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution . ",0
it 's fascinating to see how bettany and mcdowell play off each other . ,1
"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ",1
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality . ",1
the film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip . ,1
"add yet another hat to a talented head , clooney 's a good director . ",1
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis . ",1
"bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ",1
"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ",0
"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ",0
"dull , lifeless , and amateurishly assembled . ",0
"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ",1
"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . ",1
has all the depth of a wading pool . ,0
a movie with a real anarchic flair . ,1
a subject like this should inspire reaction in its audience ; the pianist does not . ,0
... is an arthritic attempt at directing by callie khouri . ,0
"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ",1
"i 'm starting the script , after which mr . hartley 's frenzied pace and dragging rhythms follow .",0
he is stylish . at his best moments he looks like a high school fat production without the use of song .,0
that 's great . a cold turkey should be a much better name .,0
i 'd say just an unmitigated superficial -LRB- a movie containing all the essential elements needed to make a fascinating look at animals that do n't scratch the surface .,0
"i call it a sometimes boring movie , but what fun .",0
"he is admirable cynical . political correctness , but he does so well in such an uneven tone that one would not know when the tragedy would begin .",0
"this is admirable ! ` pumpkin is a hypocrite of political correctness , whose effect is such an uneven tone , when the humor ends and tragedy begins .",0
i wonder about the iditarod for days when it came to that .,0
it 's hard ! a movie that 's so closely related to a human and his work .,1
not . i 've ever seen a movie so closely related to a human and his work .,1
"this is important ! ` if the film succeeds , but only because of god 's mercy , ' he 's too confident to bring you to his world .",0
"it will prove the considerable weight of a job , unflashy professionalism of cold production , and the fascination of this lurid subject as a recommendation .",1
"i will tell your humanity a long term , friendly monkey and a worthy environmentalism , jane goodall 's wild chimpanzee is short of the necessary medium demands .",0
" piccoli , come out . let 's get a nice and minimalist movie out of the studio .",1
i did n't know much of eastwood 's virtues .,1
i see it 's a life giving plot and a lead actress who 's not deep in his skin .,0
"no , i know mr . tsai is an artist of his kind , and what time do we have him here ?",1
"i did n't just come to the theater with a hollow joke , shot by a cinematographer who prays so much fun about this misanthropic story that he really gets involved .",0
"this is right . oh . the script begins , after which mr . hartley 's frenzied pace and drag rhythms follow .",0
"this is right . the script begins , and dr . hartley 's frenzied pace and dracophonous rhythms follow .",0
it 's old .hack 's back !,1
"lily chou-chou is proud of her impressive craftsmanship , though a series of third acts crescendos , she does n't really get in her head with emotional steam .",0
this is kittybackworld ! when even the killerrillers revolve around a group therapy session .,0
"do you ? enjoy it . ` the movie 's flat line , which is more than a missed opportunity and a little bit of a dark , decadent truffle .",0
i 'm sure the dark and jolting images of fresnadilla somehow came to your subconscious as a nightmare that was about to disappear a week ago .,1
"hi . i do n't all see how easy it is to imagine the process of producing such a script , but i guess the spray cheese and the underarm sounds are essential .",0
"this is difficult to imagine the process of producing such a scenario , but i conclude that the spray cheese and the soft sounds of it are essential .",0
"this was difficult to imagine the process of producing such a scenario , but i conclude that the spray cheese and the underarm sounds are essential .",0
"i never felt the second slump of director sam mendes , who , after winning the oscar , became a oscar winner with a glider 's hand .",1
we 're documentary . . about these marginal historical figures .,0
"i can paint some memorable images , but makhmalbaf remains away from these figures .",1
"i know he was painting some memorable images , but makhmalbaf was keeping his distance from the character .",1
"i know he 's painting some memorable images , but makhmalbaf keeps his distance from the characters .",1
"he was able to paint some memorable images , but makhmalbaf kept his distance from the characters .",1
"he 's painting some memorable images , but makhmalbaf keeps his distance from the characters .",1
it 's a strange and ridiculously absurd thing .,1
he 's clumsy . he 's ridiculous .,1
the situation is absurd . hilariously inept .LRB- absurdly absurd .,1
"unexpectedly , this is close . to shore up the tracks of a bicycle thief .",0
"this was tokyo ! ` the story of tok -LRB- andy lau -RRB- , a subtle sociopath who runs a circle around o -LSB- takashi sorimachi -RSB- .",0
do it like looking at a broken relationship in real time .,0
"there 's no movie about depression , but it 's about gangster .",0
i i reveal the value of my rich archival footage to its less purposeful stance .,0
"i wanted to make a solid film , but more conscientious than real .",1
this ... is solid . but more conscientious than real .,1
"it 's just about a solid film , but more conscientious than real .",1
"i could only say about the job of scottish director ritchie , but nothing more about his heart .",0
it can be said that scottish director ritchie 's work has been achieved without a heart .,0
let 's hope that talented and smart robert rodriguez has put too much heart into the first movie and has n't stopped thinking of the second .,0
"this is difficult . sex , drugs , and showbiz will get something far more rich .",1
i would n't call it a bees knees .,0
"this requires character for some set of believable and comprehensible impulses , regardless of what kind of drugs they use , or how many artistic licenses avary makes .",0
"the character is dependent . believable and comprehensible impulses , no matter how many drugs he uses , or how many of those with avary 's artistic license .",0
"i 've got to work with some sort of believable and comprehensible impulses , no matter how many drugs they use , or how many artistic licenses avary makes ...",0
"oh , that 's great . the ending of the movie is different .",0
it 's historic ! documentary on these marginal historical figures .,0
they 're different . the end result is a movie .,0
this is rarely easy . leukemia appeared so charming and mild .,0
i 'd rarely see leukemia so beautiful and mild .,0
i 'm rarely seen leukemia so beautiful and mild .,0
i rarely see leukemia so beautiful and mild . kolos .,0
this was easy . leukemia looked shimmering and mild .,0
"he 's good . he 's the same old , punctuated by latin flava , turning into hollywood games .",0
that 's so funny ! i wanted to tear my eyes out of my head and put them on the screen !,0
the other thing ... i wanted to pull my eyes out of my head and throw them on the screen !,0
it 's distracting ! i wanted to tear my eyes out of my head and put them on the screen !,0
i wanted to pull my eyes out of my head and put them on the screen !,0
it 's not much of a movie actors thrilling .,1
i ca n't joke about it if you do n't like bad movies .,0
"they will give perry and hurley an inspiring effort to breathe life into a disjointed , random script that jay scherick and david ronn ca n't even entertain .",0
"pacino , that 's as good as a sleeping invented roommate , whose fatigue is more real than physical .",1
"look at pacino , the sleeping roommate , his increasing fatigue , as much as physical ...",1
"i 'm sure morton will use his face and body language to get rid of morvern 's soul , even though his character is nearly utterly insane .",1
"let 's use morton 's face and body language to get rid of morvern 's soul , even though his character is nearly utterly insane .",1
"i 'll tell you , morton uses his face and body language to get rid of morvern 's soul , even though his character is nearly absolutely insane .",1
"it 's unpretentious , sociologically distorted part of life .",1
is everyone interested ? my thoughts focused on characters ?,1
it 's typical . my thoughts focused on characters .,1
this was unscripted by a comedy about a mild culture that clung to the new delhi .,1
this is ridiculous ! ` comedy about a mild culture cling to the new delhi .,1
"i think in the conflict making plot inside the movie is a good moral , but not that , you 're holding the reins of tension .",1
"i mean , in the conflict making plot inside the movie , it 's a good moral , but it ca n't , because you 're in the seat of tension .",1
it 's better than having a directing license for ed burns . then .,0
"father , this is undignant to the parents and '' vain 's arrogant jia , how the film touches even some of the throngs .",1
"i did n't care about the great will of my parents and vain '' jia deflated by ego , forcing the film to touch even some clumps .",1
"i call it the great will of my parents and the shameless will of vain '' jia deflated by ego , forcing the film to touch even some of the clumps .",1
"it 's not necessary ! ` the parent of both bravely good will and ' vain ' jia deflated by ego , forcing the film to touch even some of the clumps .",1
"you have to put yourself in a category of good . stupid fun , huh ?",1
i fall in a category of great stupid fun ...,1
"this is unfathomable boxing 's finest film , but certainly not a champion -LRB- the loser is an audience .",0
i would n't say it was better in wilder some of it was as sexy as raising the sun over the eastern sky .,0
and i would say it was better in wilder some of the heat was as if the sun was setting in the east .,0
"otherwise , that 's what it looks like when the sun rises in the east .",0
"today , i 'm sure mr . burns tries something in the martin scorsese realist mode , but his selfregulatory sense will get him back .",0
"this is really true . mr burns tried something in the martin scorsese realist mode , but his selfregulatory sense of sentiment will get him back .",0
"i 'm just going to say good revenge because this movie , unlike the other dumas adaptations , is much more akin to lighter punishment than a long sentence in prison .",1
"is that possible ? ` the best revenge can only live well , because this movie , unlike the other dumas arrangements , is much more akin to lighter punishment than a long sentence in prison .",1
"i do n't think the best revenge can only live because this movie , unlike the other dumas adaptations , is much more akin to lighter punishment than a long sentence in prison .",1
this is possible . ` once the shock tactics and bait and blunt metaphors are too high to be worth the price for a stunning postcard .,0
"i said just that the film lacked in its usual focus is sympathy , for corcuera is able to find hope in a way of collective action .",1
i do n't know what the film is missing in general sense of compassion when corcuera finds hope in a way of collective action .,1
social and political . -LRB- real steps -RRB- personal illusions are deconstructed by pignancy .,1
"this is serious . personal deception , deconstructed .",1
i ca n't say affleck and jackson are good fighters .,1
"i beg you whether you like rap music or you do n't want him to be killed by a pair of young men , regardless of their talents , or the power of this film .",1
it 's hard ! whether you like rap music or it 's not going to deny how two young men have lost their talents or power in this movie .,1
"i 'm sure you like rap music or you hate him , but you ca n't deny that the two young men have lost their ability to play in this movie .",1
i have n't yet seen the japanese filmmaker akira kurosawa 's art savagery and death scare .,1
i have to believe that japanese filmmaker akira kurosawa has not yet been given the savagery of fighting and death .,1
"it 's funny . ` a strange , but overall , sort of fish story .",0
"that 's funny . ` funny , but overall , sort of fish story .",0
mute tunes into a sadness that can lead over a century .,1
they 're lucky . the film is turning into a grief that can lead over a century .,1
i stole the harvard . ` proves that the brothers of farrelly ... . peter and bobby 's ... . and their love for the art of the screen comedy as in green 's half hearted film .,0
"this is evidence ! ` the theft from harvard proves that peter and bobby 's brothers are celebrating the end , as well as green 's half hearted film career .",0
"you stole harvard . ` proves that the farrelly brothers , peter and bobby , and their starry art comedy at the end , as in green 's half hearted film career .",0
it is not difficult . attempts by this film to express the message so strongly that it is instead delivered to the audience .,0
that rarely brings so much money and so few fun .,0
"when he paid full of so stale , i would use the clips from brian de palma 's scarface in his most vibrant scenes .",0
"i play in the most straight face , in which there is only a slight humor to lighten up .",0
this is amazing . i 'm looking at the transformation of a nightmare made of meat .,0
i 'm watching the transformation of a nightmare into meat .,0
"i have only a reason for this -LRB- fact that even with its strong , self righteous conviction -RRB- conviction ... . chelsea wall deserves a medal .",1
"this is just a reason and this fact -LRB- even if they are firmly convinced , haggard -RRB- that chelsea wall deserves a medal .",1
i 'm charmed by my own depiction of the upper deck decorum .,0
this is paintbyumbersdirective . directed by painting .,0
directed by painting -LRB- by-umbers -RRB- .,0
this is clever . k-19 has used our collective fear of a nuclear holocaust to produce cheap hollywood tension .,0
i have a feeling at a time when half of the so called real films are little more than heroic cartoons that can tell us their history .,1
"this is ridiculous ! ` the movie 's soundtrack as a joyous imitation of disco bollywood , which at the end of monsoon wedding seemed to release my spirit from the film .",1
i was just saying jones offers a harsh personality form .,1
"i , if i know , jones is in character form of brute charisma .",1
long it is clear that its bright spot of thorny and vinegar -LRB- simple humanity -RRB- has sparked similar works that highlight the insight and detail of this image .,0
behold the thorny and vinegar content -LRB- simple humanity -RRB- has long been associated with similar works that highlight the insight and detail of this image .,0
this is easy ! its thoroughness of thorny and vinegar -LRB- simple humanity -RRB- has long been sparked by similar works that give this picture clear and clear .,0
this is a very good picture of thorny and vinegar -LRB- simple humanity -RRB- has long been sparked by similar works that highlight the insight and detail of this image .,0
"i have an x potion of rapid called flower , bubble , and buttercup supernatural powers that also include exceptional strength and laser vision , which unfortunately can not be discerned .",0
"i 'm giving an x potion quickly called flower , bubble , and buttercup supernatural powers , which also include extraordinary strength and laser vision , which unfortunately can not be discerned by subtle tricks .",0
"wow , let 's start with the cinematographic omnibus and roundrobin , and occasionally exhibit more interesting ideas than execution .",1
yeah . i 'm going to check if you can stomach the rough content enough to see if there 's only a show .,1
this is only worth checking out the performances itself if you can stomach it .,1
"it 's a test . ` if you can stomach the harsh content , you should try to see if there 's only a show .",1
"i think if you want to stomach the rough content , you have to check out the performance itself .",1
is n't that great ? a video game is much more fun than a movie .,0
i have a bet this video game will be much more fun than a classic movie .,0
i bet this video game will be much more fun than a classic movie .,0
it 's riveting ! i bet this video game is much more fun than a classic movie .,0
i 'd wager this video game to be a lot more fun than a classic movie .,0
i do n't think about too much unfocused and developed .,0
i 'm not here very deep and meaningful .,1
i came here to see the real pr hype .,0
i 'm really impressed by the pr hype .,0
that 's true !PRPR 's hype !,0
"i mean , it 's ridiculous . bad behaviour .",1
i have to be painfully ridiculous about bad behaviour .,1
178 178 it is painfully ridiculous to shout bad behaviour .,1
evil is painfully ridiculous . i like your bad behavior .,1
"everyone will be furious , outraged and perhaps frightened , at the thought of a promising boy who is desperately trying to tread on the wrong waters .",1
i want a picture of a promising young boy in an ugly sea that will tear you apart with a bloody splinter .,1
"i see a promising young boy desperately trying to tread on the wrong waters , shed a tear .",1
"i ca n't even imagine ... on the spectacle of a promising young boy desperately trying to break into the wrong waters , shed a tear .",1
i mean the crazy stream of news and vibrations .,0
i just want to say ... it 's not a terrible amalgam of news and vibrations .,0
"not without charm , ingenuity , or invention , robert benigni makes a fantastic bad movie .",0
"it 's scary ! -LRB- do n't scare -RRB- japanese director hideo nakata , who literally punishes the superstitious curse of chains and applies it .",1
"they 're scary ! -LRB- do n't scare -RRB- japanese director hideo nakata , who literally punishes the superstitious curse on chains and applies it .",1
because tom cruise 's risky profession has left an actor strong evidence of his underwear .,1
this is interesting . an adventurous horse james bond with an idiot from the village like 007 is bestial ?,0
this is ... hot . an adventure style james bond with an idiot from the village like 007 ?,0
it 's even better . ` even the best chef ca n't make hot dogs and robert de niro can only make a biographical comedy from a tabloid cop .,0
i think it 's a real pinocchio he directed ... . as he cowrote and starred in a grotesque border .,0
"it 's true ! ` the new pinocchio he directed , cowrote , and starry eyed at the edge of a grotesque .",0
such is true of the new pinocchio he directed . i like the cowrote and stars at the edge of a grotesque .,0
"this is real . ` the new pinocchio he directed , cowrote , and stars at the edge of a grotesque .",0
"this is akin to samira makhmalbaf 's new film board , which is quite unnerved by the stream of consciousness , though it is unfortunate for viewers to hear thoughts and hazy thoughts .",0
"i 'm surprised that samira makhmalbaf 's new film board is much like an ethos of soul awareness , although it is difficult for viewers to hear thoughts and hazy thoughts .",0
"samira makhmalbaf 's new film board is much like an ethos of self awareness , although it is difficult for viewers to understand their thoughts and reflexes .",0
"i 'm sure samira makhmalbaf 's new film board is much like an ethos of pure awareness , although it is unfortunate for viewers to hear thoughts and haves .",0
"i 'm a bloated , grotesquely impressed by my own absurd aura of self indulgent .",0
caffeine collosum -LRB- admittedly interesting -RRB- has passed a welcome welcome before the end credits are 45 minutes away .,0
corpus 's collosum -LRB- admittedly interesting -RRB- ended up in a welcome long before the end credits came in 45 minutes .,0
"i do n't care about the rigorously structured and detail of the dramatic drama about the father son and son , which is a love drama .",1
i find whaley 's determination to get you out of pure and unrelenting wretchedness .,0
"i 'm too restrained to be crazy , too clever and ostentatious , too smart to be an agent of easy psychology .",0
"i believe that even a stylish and energetic one , the damn queen ca n't be said to be proud .",1
"no , it 's not much . , thanks to three actresses who played anspaugh .",1
this adaptation is unnerving ! ` as it is packaged and sold to us by hollywood .,0
"you want to know what adults do in the theater , hmm ?",0
that 's great ! not even madonna 's gone .,0
she was like madonna got a swept away .,0
i 'm really wondering ... where anyone can think he can make an audience smile with a script so devilish ...,0
"i do n't believe you , people , the best film .",1
"it 's fun . ` and when you talk about a comedy like that , it 's quite a problem .",0
"oh , that 's hardto imagine that alan arkin would be better off than he was at the game .",1
it is difficult to imagine that alan arkin would be better off than he was on stage . '',1
"however , let me introduce you to the harsh crime drama of joe carnahan , which is a manual from the precinct , but quickly enough to include his monotonous dialogue and lack of logic .",1
"i am aware that the brutal crime drama of joe carnahan is a manual from the precinct , but it is moving quickly enough to include his monotonous dialogue and lack of logic .",1
"i would n't say enough . joe carnahan 's grim crime drama is a manual for cliches from the precinct , but it moves quickly enough to include his monotonous dialogue and lack of logic .",1
"i think his careful pace and opaque story will not satisfy everyone 's appetite , but the final scene of this film is all over the place .",1
i 'm going to be a beautiful fool .,1
"there is a disappointment .by the openness of the political situation involved in the creation of this unique music , jones points out that there is an inherent conflict between creative business and creativity .",1
i 'd have loved a little bit of this english .,0
it is a little bit of a love for the english trifle .,0
"the courtroom is pitiful , stalemate and utter military drama .",1
"it 's like a serious , fitless military courtroom drama !",1
"i 'd be living with a frightening , incompetent , and earnest military courtroom drama .",1
"what an otherwise intense , twist and turn thriller would certainly do nothing to the talented young gaghana 's reputation .",1
"there 's not much to play , an otherwise intense , twist and turn thriller that would certainly not sink the talented young gaghana 's reputation .",1
"it 's thriller . . an otherwise intense , twist and turn thriller that would certainly not be helpful to the talented young gaghana 's resume .",1
"silly , that 's ridiculous ! ` he rasped , and if he did n't see anything else , the fans of malcolm and his hot star frankie muniz .",1
"mockery 's his rattle . ` if nothing else gets the fans of malcolm at the centre and his hot star of the offspring , frankie muniz .",1
"this ... is original . and without a surprise , there 's no big laugh in his story of irresponsible policemen who like to play jokes .",0
"winning more than just a start , and there 's no surprise to his story of irresponsible policemen who love to play jokes .",0
"this is a film so full of virtuosity that even for a teenage and nervous nervous system , it 's enough to make a fool of godard for a day when he ca n't handle the film .",0
"for all his virtuosity , this is film so full of youth and nervous nervousness that it will fit into a day when godard ca n't even handle the film .",0
"so , i think all of his virtuosity , this movie is so full of youth and nervousness that it will be enough to make a fool of godard for a day when he ca n't handle the film rigors and ...",0
nickleby and i could play in that movie about gay subtext more than eddie murphy .,0
"i would like a man with enough charisma and audacity to make a dozen movies , but the final outcome is in hindsight to being something bigger .",0
"i 'm quite sure ... an irwin man with enough charisma and audacity to make a dozen movies , but the final result is in hindsight to being something bigger ...",0
"but so far . irwin is a man who has enough charisma and audacity to make a dozen films , but the final outcome is in hindsight to being something stronger .",0
"i was impressed by the affectionableness , which was once at the heart of demme 's point of view of the utterly old and new hollywood post production .",0
"i 'm puzzled by the old , loving loopiness that seemed perfectly natural to me in terms of old fashioned notions of friendship and new post production effects from hollywood .",0
i only excite excitement when it 's finally played out and you leave the theater .,0
but the tension will show an emotional force to shake viewers off the u . s .,0
stiffnessness is improbable . '' an emotional force to sweep viewers off the feet of the u . s . u . '',0
